424137.9272,5853195.017,203
421977.0666,5853769.423,204
419814.3148,5854335.562,205
417618.644,5854757.806,206
415422.9732,5855180.051,207
413227.3024,5855602.295,208
410998.6803,5855757.432,209
409021.5957,5855142.492,210
407342.0642,5853666.54,211
405276.9145,5853049.41,212
403057.9276,5852774.897,213
400838.9408,5852500.383,214
398619.9539,5852225.869,215
396827.7052,5850979.606,216
395124.0831,5849531.528,217
393302.3456,5848240.404,218
391439.1862,5847004.322,219
389449.5756,5846011.839,220
387366.4867,5845199.434,221
385283.3979,5844387.03,222
383200.309,5843574.625,223
381117.2202,5842762.22,224
379034.1313,5841949.816,225
377263.3627,5842364.591,226
375822.0711,5844073.959,227
374380.7796,5845783.327,228
372939.4881,5847492.695,229
371498.1966,5849202.063,230
369512.5722,5850096.448,231
367381.5092,5850773.08,232
365250.4462,5851449.712,233
363119.3832,5852126.344,234
360976.8255,5852761.173,235
358799.4114,5853269.236,236
356621.9973,5853777.299,237
354444.5832,5854285.363,238
352267.1691,5854793.426,239
350085.9387,5855284.554,240
347901.0676,5855759.526,241
345716.1964,5856234.498,242
343531.3252,5856709.47,243
341403.3475,5857391.701,244
339282.184,5858098.755,245
337161.0205,5858805.81,246
335039.8571,5859512.864,247
332918.6936,5860219.919,248
330797.5301,5860926.973,249
328903.922,5862044.594,250
327180.1267,5863468.599,251
325456.3313,5864892.604,252
323732.5359,5866316.609,253
322008.7405,5867740.614,254
320388.1742,5869280.965,255
318769.0723,5870822.967,256
317149.9704,5872364.969,257
315530.8685,5873906.971,258
314518.6219,5875788.772,259
314050.1353,5877975.042,260
313911.2918,5880155.728,261
314514.1558,5882290.573,262
316095.1777,5883871.595,263
317676.1996,5885452.617,264
319419.0565,5886821.757,265
321360.3636,5887931.075,266
323301.6707,5889040.393,267
325236.4234,5890161.102,268
327170.9743,5891282.161,269
329105.5251,5892403.22,270
331040.076,5893524.279,271
332974.6268,5894645.338,272
334909.1777,5895766.397,273
337000.5703,5896519.563,274
339148.9145,5897139.142,275
341297.2587,5897758.72,276
343445.6029,5898378.299,277
345593.9472,5898997.877,278
347742.2914,5899617.456,279
349890.6356,5900237.035,280
352063.2973,5900761.269,281
354259.4196,5901156.578,282
356488.3125,5901333.488,283
358712.8772,5901554.621,284
360933.7761,5901813.211,285
363154.6749,5902071.802,286
365375.5737,5902330.392,287
367596.4726,5902588.982,288
369817.3714,5902847.572,289
372038.2702,5903106.162,290
374259.169,5903364.753,291
376480.0679,5903623.343,292
378673.7888,5904027.906,293
380838.9371,5904585.932,294
383004.0855,5905143.958,295
385169.2339,5905701.984,296
387334.3822,5906260.01,297
389436.4827,5906986.587,298
391436.3348,5907986.513,299
393436.1868,5908986.439,300
395660.0448,5908848.146,301
397889.6607,5908680.594,302
400119.2766,5908513.043,303
402346.5371,5908359.609,304
404400.9788,5909241.952,305
406455.4206,5910124.295,306
408530.3382,5910915.794,307
410764.6506,5911000.107,308
412998.7277,5911089.33,309
415230.867,5911219.002,310
417463.0063,5911348.673,311
419695.1455,5911478.345,312
421926.2275,5911619.902,313
424146.2034,5911886.299,314
426366.1793,5912152.697,315
428586.1552,5912419.094,316
430764.1332,5912847.21,317
432833.2106,5913694.665,318
434902.288,5914542.119,319
437008.6247,5915266.099,320
439201.1076,5915704.596,321
441393.5905,5916143.092,322
443586.0734,5916581.589,323
445675.8284,5915950.834,324
447744.7205,5915102.927,325
449813.6127,5914255.021,326
451882.5049,5913407.114,327
453951.3971,5912559.207,328
455939.8465,5911540.003,329
457913.5823,5910489.466,330
459887.3181,5909438.929,331
461861.0538,5908388.392,332
463834.7896,5907337.855,333
465808.5254,5906287.319,334
467782.2612,5905236.782,335
469755.997,5904186.245,336
471729.7328,5903135.708,337
473703.4686,5902085.171,338
475599.1833,5900926.317,339
477220.8976,5899387.063,340
478842.6118,5897847.808,341
480464.326,5896308.554,342
482086.0403,5894769.3,343
483707.7545,5893230.046,344
485319.2491,5891680.963,345
486794.0278,5890000.402,346
488268.8066,5888319.84,347
489743.5853,5886639.278,348
491218.3641,5884958.716,349
492727.9622,5883314.06,350
494453.049,5881891.62,351
496178.1359,5880469.18,352
497903.2228,5879046.74,353
499628.3097,5877624.3,354
501353.3966,5876201.86,355
503041.0788,5874736.142,356
504698.3695,5873235.259,357
506355.6601,5871734.377,358
508012.9508,5870233.494,359
509670.2415,5868732.612,360
