Depth,GR
-713.84301,47.3667
-714.45261,59.1502
-715.06221,60.0483
-715.67181,70.0034
-716.28141,72.0179
-716.89101,68.9674
-717.50061,68.4142
-718.11022,49.6363
-718.71982,58.2769
-719.32942,73.3801
-719.93902,73.7179
-720.54862,70.8568
-721.15822,61.826
-721.76782,53.7091
-722.37742,61.3532
-722.98702,82.1763
-723.59663,81.7725
-724.20623,74.6418
-724.81583,60.571
-725.42543,70.7113
-726.03503,57.4364
-726.64463,63.9748
-727.25423,59.2139
-727.86383,50.2604
-728.47344,54.27
-729.08304,64.5014
-729.69264,67.6727
-730.30224,74.1767
-730.91184,74.1345
-731.52144,62.33
-732.13104,45.7047
-732.74064,40.1225
-733.35025,46.5094
-733.95985,46.7274
-734.56945,61.6599
-735.17905,61.539
-735.78865,70.0902
-736.39825,83.3773
-737.00785,111.3161
-737.61745,77.4392
-738.22705,69.7662
-738.83666,62.7286
-739.44626,45.8981
-740.05586,71.9449
-740.66546,94.8762
-741.27506,78.8936
-741.88466,51.1225
-742.49426,44.7552
-743.10386,52.4919
-743.71347,65.5473
-744.32307,78.7458
-744.93267,75.796
-745.54227,74.5531
-746.15187,73.0901
-746.76147,77.1796
-747.37107,69.4691
-747.98067,70.9935
-748.59028,74.4999
-749.19988,63.4841
-749.80948,45.0437
-750.41908,120.4265
-751.02868,70.0257
-751.63828,49.707
-752.24788,65.5965
-752.85748,67.2614
-753.46708,61.7612
-754.07669,55.9788
-754.68629,59.6965
-755.29589,52.116
-755.90549,55.9841
-756.51509,57.1633
-757.12469,54.5799
-757.73429,56.7614
-758.34389,61.4687
-758.9535,67.3203
-759.5631,79.7896
-760.1727,69.6437
-760.7823,53.355
-761.3919,57.5577
-762.0015,60.5607
-762.6111,67.9376
-763.2207,61.053
-763.83031,49.2091
-764.43991,52.9956
-765.04951,51.5218
-765.65911,58.7124
-766.26871,57.9751
-766.87831,62.9392
-767.48791,77.2013
-768.09751,65.9652
-768.70711,49.0465
-769.31672,40.5221
-769.92632,48.7084
-770.53592,38.9816
-771.14552,54.8469
-771.75512,64.2775
-772.36472,63.4757
-772.97432,45.6279
-773.58392,44.4612
-774.19353,58.6731
-774.80313,81.3456
-775.41273,53.8124
-776.02233,45.9291
-776.63193,96.7394
-777.24153,155.8081
-777.85113,138.3344
-778.46073,127.0125
-779.07034,126.0174
-779.67994,130.4255
-780.28954,91.9004
-780.89914,93.3174
-781.50874,89.9105
