Depth,GR
-444.8556,91.9205
-445.9224,89.6518
-446.9892,87.2237
-448.056,90.8713
-449.1228,97.9942
-450.1896,101.0426
-451.2564,102.0129
-452.3232,107.2161
-453.39,110.7651
-454.4568,114.1199
-455.5236,115.0177
-456.5904,115.6426
-457.6572,115.3746
-458.724,115.5277
-459.7908,113.0689
-460.8576,109.8554
-461.9244,107.6847
-462.9912,105.1644
-464.058,103.3726
-465.1248,102.2385
-466.1916,102.8524
-467.2584,103.071
-468.3252,102.1189
-469.392,102.9496
-470.4588,105.2999
-471.5256,110.5907
-472.5924,111.7551
-473.6592,115.8462
-474.726,116.7899
-475.7928,116.5
-476.8596,112.6185
-477.9264,114.3639
-478.9932,113.6528
-480.06,112.7761
-481.1268,110.5896
-482.1936,108.9985
-483.2604,108.0803
-484.3272,109.8393
-485.394,110.1661
-486.4608,109.5051
-487.5276,110.9456
-488.5944,109.0562
-489.6612,108.8452
-490.728,111.9847
-491.7948,116.8969
-492.8616,120.4565
-493.9284,122.462
-494.9952,118.7652
-496.062,114.3013
-497.1288,109.8781
-498.1956,106.5272
-499.2624,107.2616
-500.3292,110.4532
-501.396,111.8469
-502.4628,114.982
-503.5296,111.654
-504.5964,107.3662
-505.6632,104.9391
-506.73,102.3857
-507.7968,95.7958
-508.8636,96.1037
-509.9304,97.7473
-510.9972,97.3509
-512.064,98.0124
-513.1308,101.355
-514.1976,101.8528
-515.2644,100.8991
-516.3312,100.543
-517.398,100.0869
-518.4648,99.3965
-519.5316,99.3165
-520.5984,100.0408
-521.6652,99.3932
-522.732,94.9611
-523.7988,95.9174
-524.8656,98.3377
-525.9324,99.8031
-526.9992,101.2201
-528.066,107.5964
-529.1328,112.5647
-530.1996,116.422
-531.2664,119.5268
-532.3332,122.9838
-533.4,125.6603
-534.4668,124.8717
-535.5336,123.4114
-536.6004,122.6673
-537.6672,121.4297
-538.734,120.4105
-539.8008,120.1311
-540.8676,120.4393
-541.9344,119.1949
-543.0012,117.4312
-544.068,118.1049
-545.1348,117.218
-546.2016,116.4158
-547.2684,117.4777
-548.3352,117.173
-549.402,114.677
-550.4688,110.0099
-551.5356,108.468
-552.6024,109.3658
-553.6692,112.0081
-554.736,114.0804
-555.8028,119.6319
-556.8696,118.6333
-557.9364,113.939
-559.0032,115.1141
-560.07,117.9612
-561.1368,120.3257
-562.2036,125.0508
-563.2704,128.6715
-564.3372,125.944
-565.404,122.9144
-566.4708,122.3906
-567.5376,122.7418
-568.6044,123.5696
-569.6712,128.1894
-570.738,131.2296
-571.8048,132.3701
-572.8716,130.4049
-573.9384,129.9455
-575.0052,126.1796
-576.072,125.3092
-577.1388,121.1327
-578.2056,118.9509
-579.2724,117.8479
-580.3392,116.3896
-581.406,114.2346
-582.4728,116.9567
-583.5396,120.2423
-584.6064,121.3393
-585.6732,122.8823
-586.74,122.2614
-587.8068,119.3862
-588.8736,113.5931
-589.9404,110.8889
-591.0072,111.7647
-592.074,112.839
-593.1408,112.7082
-594.2076,116.6093
-595.2744,116.2649
-596.3412,116.8716
-597.408,116.8115
-598.4748,116.0773
-599.5416,114.9129
-600.6084,113.4486
-601.6752,109.8569
-602.742,107.9855
-603.8088,107.9418
-604.8756,105.4556
-605.9424,104.4173
-607.0092,105.0025
-608.076,107.1264
-609.1428,109.788
-610.2096,115.0583
-611.2764,121.1541
-612.3432,122.9154
-613.41,121.2573
-614.4768,120.4329
-615.5436,118.6977
-616.6104,117.402
-617.6772,113.0214
-618.744,108.4402
-619.8108,101.289
-620.8776,91.474
-621.9444,82.3699
-623.0112,78.2017
-624.078,74.6447
-625.1448,72.971
-626.2116,75.0226
-627.2784,77.2722
-628.3452,84.7661
-629.412,93.3994
-630.4788,102.6641
-631.5456,111.1086
-632.6124,118.9465
-633.6792,117.886
-634.746,116.9335
-635.8128,118.9493
-636.8796,120.4053
-637.9464,120.7195
-639.0132,125.3185
-640.08,129.4894
-641.1468,129.8555
-642.2136,130.6315
-643.2804,127.085
-644.3472,119.4297
-645.414,113.6922
-646.4808,105.3559
-647.5476,95.8839
-648.6144,98.1447
-649.6812,107.0169
-650.748,108.3348
-651.8148,111.4933
-652.8816,117.1144
-653.9484,119.3433
-655.0152,113.3174
-656.082,110.77
-657.1488,115.5995
-658.2156,119.1984
-659.2824,119.1439
-660.3492,123.2669
-661.416,128.6563
-662.4828,126.4752
-663.5496,123.3875
-664.6164,119.5663
-665.6832,115.0332
-666.75,110.2578
-667.8168,105.4283
-668.8836,100.1961
-669.9504,94.9042
-671.0172,90.1553
-672.084,86.8554
-673.1508,85.4968
-674.2176,86.2189
-675.2844,88.3511
-676.3512,90.8765
-677.418,92.6779
-678.4848,93.419
-679.5516,93.2675
-680.6184,92.0164
-681.6852,88.9863
-682.752,84.6865
-683.8188,80.6246
-684.8856,77.7634
-685.9524,76.1477
-687.0192,75.7371
-688.086,76.5648
-689.1528,77.685
-690.2196,78.5203
-691.2864,79.0343
-692.3532,79.7423
-693.42,79.9151
-694.4868,78.8793
-695.5536,76.4553
-696.6204,74.0269
-697.6872,72.5368
-698.754,72.2485
-699.8208,72.9167
-700.8876,74.9623
-701.9544,77.3365
-703.0212,79.3363
-704.088,81.1481
-705.1548,84.1499
-706.2216,88.0663
-707.2884,92.7886
-708.3552,97.9074
-709.422,102.4729
-710.4888,105.0228
-711.5556,105.8099
-712.6224,105.666
-713.6892,105.4366
-714.756,105.3506
-715.8228,105.7145
-716.8896,106.1997
-717.9564,106.3877
-719.0232,105.8088
-720.09,105.1774
-721.1568,105.0596
-722.2236,105.6942
-723.2904,106.8722
-724.3572,108.5422
-725.424,110.3616
-726.4908,112.2816
-727.5576,114.9489
-728.6244,118.9709
-729.6912,123.0739
-730.758,126.024
-731.8248,126.8236
-732.8916,125.1755
-733.9584,120.7427
-735.0252,115.2243
-736.092,110.2599
-737.1588,106.8095
-738.2256,104.4248
-739.2924,103.0753
-740.3592,102.5255
-741.426,102.1192
-742.4928,100.665
-743.5596,98.1955
-744.6264,95.7204
-745.6932,94.7933
-746.76,95.7866
-747.8268,98.2722
-748.8936,100.9408
-749.9604,102.2497
-751.0272,101.5671
-752.094,99.7829
-753.1608,98.1817
-754.2276,97.5592
-755.2944,98.1275
-756.3612,98.8239
-757.428,99.7573
-758.4948,101.8267
-759.5616,105.3689
-760.6284,108.6254
-761.6952,111.7618
-762.762,114.5424
-763.8288,116.632
-764.8956,117.0992
-765.9624,117.471
-767.0292,117.8322
-768.096,117.5062
-769.1628,115.814
-770.2296,114.0187
-771.2964,112.4062
-772.3632,110.6179
-773.43,108.482
-774.4968,107.1252
-775.5636,106.7719
-776.6304,107.9518
-777.6972,111.0504
-778.764,115.5447
-779.8308,119.626
-780.8976,122.5437
-781.9644,123.8733
-783.0312,123.312
-784.098,121.8088
-785.1648,120.8064
-786.2316,120.5345
-787.2984,120.4919
-788.3652,120.4962
-789.432,120.2992
-790.4988,118.9684
-791.5656,115.9048
-792.6324,111.6167
-793.6992,107.1283
-794.766,102.9027
-795.8328,99.8722
-796.8996,99.3717
-797.9664,101.7349
-799.0332,105.9271
-800.1,110.683
-801.1668,114.5563
-802.2336,116.5421
-803.3004,116.6609
-804.3672,115.7286
-805.434,114.8836
-806.5008,115.2071
-807.5676,115.8507
-808.6344,115.7762
-809.7012,114.4729
-810.768,112.1691
-811.8348,108.8403
-812.9016,105.7271
-813.9684,103.7956
-815.0352,103.5594
-816.102,104.9681
-817.1688,107.6935
-818.2356,111.1416
-819.3024,114.6698
-820.3692,117.9665
-821.436,120.395
-822.5028,121.4031
-823.5696,120.7517
-824.6364,118.9552
-825.7032,117.038
-826.77,115.2203
-827.8368,114.0802
-828.9036,114.0997
-829.9704,114.4739
-831.0372,113.6431
-832.104,111.7268
-833.1708,109.5593
-834.2376,107.7652
-835.3044,107.4572
-836.3712,109.1096
-837.438,112.3333
-838.5048,116.3233
-839.5716,120.2156
-840.6384,122.9655
-841.7052,124.3021
-842.772,124.6693
-843.8388,124.5572
-844.9056,123.5839
-845.9724,121.5172
-847.0392,118.2917
-848.106,114.852
-849.1728,111.6634
-850.2396,109.3117
-851.3064,107.9135
-852.3732,107.127
-853.44,106.1538
-854.5068,104.4887
-855.5736,102.4802
-856.6404,100.8208
-857.7072,100.2829
-858.774,99.9776
-859.8408,99.3234
-860.9076,98.4221
-861.9744,98.2819
-863.0412,98.8118
-864.108,99.9047
-865.1748,101.089
-866.2416,101.6904
-867.3084,100.8886
-868.3752,98.9861
-869.442,96.6888
-870.5088,94.6478
-871.5756,93.7265
-872.6424,93.7381
-873.7092,93.9258
-874.776,93.6202
-875.8428,93.2322
-876.9096,92.6872
-877.9764,92.1845
-879.0432,92.3792
-880.11,94.3513
-881.1768,97.5754
-882.2436,101.1771
-883.3104,104.6955
-884.3772,108.003
-885.444,110.0737
-886.5108,110.6017
-887.5776,110.0549
-888.6444,109.0338
-889.7112,107.5421
-890.778,106.0497
-891.8448,105.1278
-892.9116,104.8226
-893.9784,104.3388
-895.0452,102.4834
-896.112,98.9249
-897.1788,93.8351
-898.2456,87.9442
-899.3124,82.1288
-900.3792,77.267
-901.446,73.591
-902.5128,71.1793
-903.5796,70.303
-904.6464,70.4722
-905.7132,71.7433
-906.78,74.1386
-907.8468,77.2778
-908.9136,79.1055
-909.9804,79.415
-911.0472,78.6154
-912.114,77.3712
-913.1808,75.6164
-914.2476,74.6336
-915.3144,74.7904
-916.3812,75.4955
-917.448,75.2749
-918.5148,74.1886
-919.5816,72.5147
-920.6484,70.9129
-921.7152,70.1482
-922.782,70.9219
-923.8488,73.0173
-924.9156,75.6117
-925.9824,77.6123
-927.0492,78.6441
-928.116,79.3898
-929.1828,80.2909
-930.2496,81.37
-931.3164,82.6517
-932.3832,83.9935
-933.45,84.9308
-934.5168,85.7002
-935.5836,87.9005
-936.6504,92.5705
-937.7172,99.1078
-938.784,106.2684
-939.8508,112.5716
-940.9176,116.212
-941.9844,116.6043
-943.0512,114.7199
-944.118,112.1246
-945.1848,110.4691
-946.2516,111.243
-947.3184,114.1616
-948.3852,117.8255
-949.452,120.6712
-950.5188,122.2463
-951.5856,121.9508
-952.6524,120.303
-953.7192,118.5126
-954.786,117.4301
-955.8528,117.0094
-956.9196,116.9988
-957.9864,116.8994
-959.0532,115.4769
-960.12,113.0972
-961.1868,110.4022
-962.2536,108.3237
-963.3204,107.6595
-964.3872,109.2506
-965.454,112.1108
-966.5208,114.5982
-967.5876,115.4562
-968.6544,114.1969
-969.7212,111.6087
-970.788,109.2036
-971.8548,108.3188
-972.9216,108.7952
-973.9884,109.8748
-975.0552,110.4829
-976.122,109.677
-977.1888,107.32
-978.2556,104.2877
-979.3224,101.5772
-980.3892,100.0356
-981.456,100.1723
-982.5228,101.5913
-983.5896,103.536
-984.6564,105.2884
-985.7232,106.2148
-986.79,106.3109
-987.8568,106.4479
-988.9236,107.0605
-989.9904,108.0455
-991.0572,109.1114
-992.124,110.6306
-993.1908,111.7292
-994.2576,111.7804
-995.3244,110.9719
-996.3912,110.2868
-997.458,109.4645
-998.5248,108.7921
-999.5916,108.7892
-1000.6584,109.0838
-1001.7252,108.9429
-1002.792,108.0472
-1003.8588,106.4087
-1004.9256,104.3412
-1005.9924,102.9404
-1007.0592,103.0808
-1008.126,105.4937
-1009.1928,110.9128
-1010.2596,118.1484
-1011.3264,124.1949
-1012.3932,126.4315
-1013.46,123.6102
-1014.5268,116.3356
-1015.5936,106.8752
-1016.6604,98.3148
-1017.7272,92.5339
-1018.794,89.7025
-1019.8608,88.9046
-1020.9276,89.0201
-1021.9944,89.2953
-1023.0612,88.9481
-1024.128,88.0193
-1025.1948,86.1182
-1026.2616,83.1758
-1027.3284,79.5503
-1028.3952,76.8251
-1029.462,75.7814
-1030.5288,76.0576
-1031.5956,76.8851
-1032.6624,78.2019
-1033.7292,79.7147
-1034.796,80.9216
-1035.8628,81.8978
-1036.9296,83.802
-1037.9964,86.7554
-1039.0632,89.9724
-1040.13,93.1593
-1041.1968,96.6177
-1042.2636,99.6227
-1043.3304,101.142
-1044.3972,101.331
-1045.464,100.7974
-1046.5308,99.5859
-1047.5976,97.8908
-1048.6644,96.6303
-1049.7312,96.1525
-1050.798,95.8508
-1051.8648,95.9542
-1052.9316,96.7538
-1053.9984,98.126
-1055.0652,99.4357
-1056.132,100.9604
-1057.1988,102.02
-1058.2656,102.0481
-1059.3324,101.0583
-1060.3992,99.9803
-1061.466,98.738
-1062.5328,97.4879
-1063.5996,96.5101
-1064.6664,95.9207
-1065.7332,95.6023
-1066.8,95.9804
-1067.8668,96.8544
-1068.9336,97.0704
-1070.0004,96.1038
-1071.0672,94.8177
-1072.134,94.0677
-1073.2008,94.6437
-1074.2676,96.8499
-1075.3344,100.4445
-1076.4012,104.4088
-1077.468,108.0199
-1078.5348,110.9029
-1079.6016,113.5726
-1080.6684,116.2697
-1081.7352,118.4324
-1082.802,118.9969
-1083.8688,117.7137
-1084.9356,115.6279
-1086.0024,113.6954
-1087.0692,112.282
-1088.136,111.2976
-1089.2028,111.0835
-1090.2696,111.0061
-1091.3364,110.4135
-1092.4032,108.8492
-1093.47,106.8656
-1094.5368,104.6459
-1095.6036,102.7186
-1096.6704,101.8172
-1097.7372,102.3848
-1098.804,104.7692
-1099.8708,108.464
-1100.9376,112.3134
-1102.0044,114.9014
-1103.0712,116.8516
-1104.138,118.0384
-1105.2048,117.8886
-1106.2716,116.0043
-1107.3384,113.4825
-1108.4052,109.7175
-1109.472,104.596
-1110.5388,99.4318
-1111.6056,95.7593
-1112.6724,93.0287
-1113.7392,91.1567
-1114.806,90.325
-1115.8728,90.1425
-1116.9396,90.0946
-1118.0064,90.2371
-1119.0732,90.5443
-1120.14,91.3414
-1121.2068,92.6002
-1122.2736,93.612
-1123.3404,93.9046
-1124.4072,93.6442
-1125.474,92.7602
-1126.5408,91.5492
-1127.6076,91.0357
-1128.6744,92.1186
-1129.7412,94.1118
-1130.808,95.831
-1131.8748,96.2078
-1132.9416,94.7058
-1134.0084,91.6644
-1135.0752,88.2917
-1136.142,85.4169
-1137.2088,83.3405
-1138.2756,82.0932
-1139.3424,80.8313
-1140.4092,79.0554
-1141.476,77.1471
-1142.5428,76.2312
-1143.6096,77.0614
-1144.6764,80.1678
-1145.7432,85.6842
-1146.81,93.1204
-1147.8768,101.2832
-1148.9436,108.8887
-1150.0104,115.0345
-1151.0772,119.0915
-1152.144,120.8325
-1153.2108,120.424
-1154.2776,118.5599
-1155.3444,116.0486
-1156.4112,113.4615
-1157.478,110.8592
-1158.5448,108.2756
-1159.6116,105.7004
-1160.6784,103.3483
-1161.7452,101.6399
-1162.812,100.6627
-1163.8788,100.1374
-1164.9456,99.7414
-1166.0124,99.4516
-1167.0792,99.0669
-1168.146,99.9201
-1169.2128,103.173
-1170.2796,105.1508
-1171.3464,106.9409
-1172.4132,107.6134
-1173.48,106.8456
-1174.5468,105.1736
-1175.6136,104.8191
-1176.6804,105.8074
-1177.7472,106.8343
-1178.814,108.4602
-1179.8808,109.5252
-1180.9476,110.3232
-1182.0144,111.2378
-1183.0812,111.897
-1184.148,111.1013
-1185.2148,110.0152
-1186.2816,110.7593
-1187.3484,109.552
-1188.4152,108.9311
-1189.482,110.5281
-1190.5488,112.42
-1191.6156,112.7686
-1192.6824,113.6307
-1193.7492,114.101
-1194.816,112.3583
-1195.8828,111.8045
-1196.9496,110.9571
-1198.0164,110.5324
-1199.0832,110.6595
-1200.15,108.2356
-1201.2168,102.0637
-1202.2836,102.5893
-1203.3504,98.5921
-1204.4172,98.7897
-1205.484,104.1078
-1206.5508,110.9301
-1207.6176,110.5256
-1208.6844,110.9135
-1209.7512,109.5363
-1210.818,108.3077
-1211.8848,102.9486
-1212.9516,100.2188
-1214.0184,97.7989
-1215.0852,92.2955
-1216.152,93.1727
-1217.2188,97.3966
-1218.2856,99.3488
-1219.3524,104.2776
-1220.4192,111.1886
-1221.486,109.7604
-1222.5528,110.4798
-1223.6196,112.7776
-1224.6864,115.808
-1225.7532,113.1854
-1226.82,115.1859
-1227.8868,115.3693
-1228.9536,114.8537
-1230.0204,114.3699
-1231.0872,118.1729
-1232.154,119.0523
-1233.2208,121.2643
-1234.2876,122.1148
-1235.3544,121.9409
-1236.4212,122.8439
-1237.488,121.6383
-1238.5548,118.959
-1239.6216,119.6748
-1240.6884,119.8704
-1241.7552,114.9068
-1242.822,115.8832
-1243.8888,117.2407
-1244.9556,113.64
-1246.0224,110.037
-1247.0892,113.7109
-1248.156,112.0979
-1249.2228,110.9656
-1250.2896,109.9329
-1251.3564,114.1278
-1252.4232,115.7507
-1253.49,116.4992
-1254.5568,116.7102
-1255.6236,120.2138
-1256.6904,120.7298
-1257.7572,118.3412
-1258.824,118.1423
-1259.8908,116.4275
-1260.9576,108.898
-1262.0244,105.6558
-1263.0912,105.5641
-1264.158,104.0066
-1265.2248,100.5155
-1266.2916,106.344
-1267.3584,107.8872
-1268.4252,105.4829
-1269.492,106.295
-1270.5588,110.8089
-1271.6256,112.0579
-1272.6924,112.7497
-1273.7592,115.5272
-1274.826,114.6463
-1275.8928,112.9541
-1276.9596,113.2172
-1278.0264,111.3666
-1279.0932,112.0287
-1280.16,112.6955
-1281.2268,113.991
-1282.2936,112.3178
-1283.3604,111.123
-1284.4272,110.1159
-1285.494,108.5352
-1286.5608,110.0298
-1287.6276,110.4075
-1288.6944,113.1759
-1289.7612,112.5752
-1290.828,114.0341
-1291.8948,114.4954
-1292.9616,113.7895
-1294.0284,112.7434
-1295.0952,106.7109
-1296.162,96.8484
-1297.2288,91.5363
-1298.2956,92.3373
-1299.3624,90.6098
-1300.4292,97.8591
-1301.496,108.0301
-1302.5628,111.701
-1303.6296,111.525
-1304.6964,113.347
-1305.7632,115.6633
-1306.83,118.1015
-1307.8968,121.0523
-1308.9636,124.2718
-1310.0304,126.9358
-1311.0972,127.302
-1312.164,126.7013
-1313.2308,125.602
-1314.2976,121.5222
-1315.3644,116.5114
-1316.4312,111.4264
-1317.498,110.4933
-1318.5648,108.7328
-1319.6316,110.9183
-1320.6984,113.6793
-1321.7652,115.7171
-1322.832,114.4506
-1323.8988,115.6496
-1324.9656,114.7429
-1326.0324,114.4867
-1327.0992,114.4305
-1328.166,113.7229
-1329.2328,112.7078
-1330.2996,113.4329
-1331.3664,114.6686
-1332.4332,115.9243
-1333.5,117.9123
-1334.5668,118.4497
-1335.6336,116.4998
-1336.7004,114.5917
-1337.7672,113.4658
-1338.834,113.0346
-1339.9008,112.0756
-1340.9676,113.4416
-1342.0344,113.0971
-1343.1012,113.9189
-1344.168,113.2726
-1345.2348,114.1435
-1346.3016,113.607
-1347.3684,110.243
-1348.4352,109.5862
-1349.502,107.8977
-1350.5688,95.5652
-1351.6356,89.7149
-1352.7024,83.5256
-1353.7692,81.5503
-1354.836,76.7926
-1355.9028,88.381
-1356.9696,94.2023
-1358.0364,105.8762
-1359.1032,108.4395
